date,customer id,salary range,age,children,gender,Q1,Q2,Q3,Q4,Q5,Q6
5/15/2018,152928,15000,38,0,M,1,3,3,4,2,1
5/13/2018,152929,35000,57,0,M,1,2,2,2,3,1
5/23/2018,152930,30000,31,0,F,4,3,3,3,5,2
5/23/2018,152931,25000,31,0,F,3,2,2,3,4,1
5/21/2018,152932,45000,35,1,M,3,3,1,2,3,4
5/13/2018,152933,40000,25,0,F,1,3,5,5,2,1
5/17/2018,152934,30000,42,0,F,5,1,1,1,1,5
5/22/2018,152935,25000,39,0,F,1,3,3,2,4,5
5/18/2018,152936,30000,39,1,M,4,3,3,3,2,5
5/10/2018,152937,30000,26,1,F,4,1,5,1,2,3
5/15/2018,152938,50000,52,0,F,1,1,4,4,2,2
5/19/2018,152939,30000,46,0,F,1,2,3,2,3,3
5/18/2018,152940,35000,35,0,M,1,1,3,3,2,4
5/23/2018,152941,25000,39,2,F,5,2,1,1,4,2
5/20/2018,152942,35000,27,1,F,3,1,2,5,4,3
5/20/2018,152943,40000,37,0,F,1,5,2,2,5,1
5/20/2018,152950,50000,29,0,M,1,1,4,3,2,3
5/11/2018,152951,50000,20,3,M,4,5,5,4,5,5
5/23/2018,152952,30000,37,0,F,5,4,3,2,5,1
5/22/2018,152953,30000,39,0,F,4,3,5,3,5,3
5/12/2018,152954,25000,30,2,M,5,4,2,4,1,2
5/17/2018,152955,45000,42,1,M,5,3,4,3,5,5
5/22/2018,152956,35000,43,1,F,4,3,3,1,4,5
5/14/2018,152957,25000,58,0,F,2,4,3,5,4,4
5/23/2018,152958,45000,36,0,F,1,4,5,3,2,2
5/20/2018,152959,20000,43,0,F,4,2,2,2,3,3
5/19/2018,152960,40000,35,0,M,5,1,3,5,2,2
5/13/2018,152961,40000,27,0,F,1,2,5,1,3,5
5/12/2018,152962,25000,29,1,M,1,3,3,3,4,2
5/17/2018,152963,40000,27,0,M,4,2,4,4,1,2
5/18/2018,152964,25000,40,1,M,1,2,4,5,5,5
5/15/2018,152965,35000,58,1,F,3,4,3,2,2,4
5/14/2018,152966,45000,31,1,M,5,2,1,1,4,1
5/23/2018,152967,30000,23,0,F,1,2,5,1,2,2
5/14/2018,152976,25000,38,1,M,2,1,5,4,2,4
5/11/2018,152977,25000,26,0,M,3,3,2,3,5,4
5/23/2018,152978,25000,33,1,F,3,2,1,4,2,4
5/23/2018,152979,35000,42,1,M,2,5,2,4,4,1
5/19/2018,152980,40000,51,0,M,3,1,4,4,1,2
5/24/2018,152981,40000,38,0,M,5,5,5,5,3,4
5/24/2018,152982,25000,37,0,F,4,2,3,4,5,4
5/13/2018,152983,20000,33,0,F,2,4,4,1,3,1
5/16/2018,152984,35000,28,1,F,2,2,4,2,2,3
5/15/2018,152985,25000,36,0,M,5,1,4,4,1,4
5/21/2018,152986,100000,35,0,M,2,4,5,5,3,2
5/13/2018,152987,30000,27,0,M,4,5,5,2,2,5
5/20/2018,152988,30000,47,0,F,4,3,2,3,1,2
5/15/2018,152989,25000,40,0,M,3,2,5,4,2,3
5/15/2018,152990,35000,60,0,F,5,2,5,1,2,2
5/22/2018,152991,30000,44,1,F,2,2,5,1,3,2
5/15/2018,152992,15000,33,0,F,2,4,3,1,1,4
5/18/2018,152993,40000,40,1,F,3,4,1,3,5,3
5/23/2018,152994,30000,47,1,M,3,2,1,5,5,5
5/24/2018,152995,30000,24,0,F,5,3,3,5,2,3
5/15/2018,152997,60000,38,0,F,1,2,5,5,1,2
5/10/2018,152998,25000,60,0,F,2,3,2,3,3,4
5/14/2018,152999,50000,36,0,F,3,1,1,3,3,5
5/20/2018,153000,25000,40,1,F,1,2,4,2,5,5
5/22/2018,153001,25000,24,0,M,2,5,1,5,1,4
5/15/2018,153002,40000,31,2,F,1,5,5,3,3,3
5/10/2018,153003,25000,40,1,M,5,5,4,2,3,5
5/14/2018,153004,35000,30,1,M,5,1,1,1,3,3
5/24/2018,153005,40000,39,0,M,1,4,1,1,2,4
5/12/2018,153006,30000,31,0,F,4,4,2,2,4,3
5/21/2018,153007,35000,44,2,M,2,2,1,5,5,4
5/16/2018,153008,40000,28,0,F,2,1,2,3,1,3
5/10/2018,153009,45000,51,2,M,1,5,3,2,2,3
5/20/2018,153010,15000,31,1,F,4,2,5,1,5,3
5/20/2018,153011,30000,30,0,F,3,3,5,5,1,5
5/24/2018,153012,30000,45,0,M,5,3,5,4,4,4
5/19/2018,153020,35000,46,2,F,5,4,1,3,1,2
5/20/2018,153021,45000,45,0,M,5,4,3,3,1,3
5/15/2018,153022,30000,34,1,F,5,2,1,1,2,1
5/12/2018,153023,20000,21,0,F,3,5,3,4,1,5
5/11/2018,153024,30000,38,0,F,1,5,1,1,4,5
5/23/2018,153025,15000,24,0,F,5,4,5,2,3,3
5/22/2018,153026,20000,36,1,M,4,4,2,1,3,5
5/10/2018,153027,25000,25,2,F,5,5,2,3,1,1
5/11/2018,153028,45000,20,1,M,4,3,5,2,5,2
5/20/2018,153029,40000,35,1,F,1,2,5,5,5,4
5/24/2018,153030,35000,33,0,M,4,1,1,2,3,2
5/10/2018,153031,25000,49,1,M,2,1,3,1,4,2
5/16/2018,153032,30000,39,1,M,2,4,4,3,4,3
5/22/2018,153033,40000,47,0,F,4,4,5,3,5,1
5/14/2018,153038,45000,32,0,M,5,1,5,5,3,5
5/12/2018,153039,35000,39,0,F,3,1,2,3,4,5
5/13/2018,153040,30000,37,0,F,2,5,3,1,2,1
5/13/2018,153041,15000,34,0,F,5,2,1,2,4,4
5/19/2018,153042,35000,31,3,M,2,1,1,1,4,3
5/24/2018,153043,30000,35,0,F,5,3,1,2,4,4
5/23/2018,153044,25000,29,0,M,5,3,5,2,5,5
5/11/2018,153045,40000,44,0,M,4,3,1,2,5,1
5/18/2018,153046,40000,41,0,F,1,2,5,5,5,3
5/24/2018,153047,25000,31,1,M,5,5,5,5,3,1
5/12/2018,153048,35000,49,0,F,2,5,1,4,1,1
5/12/2018,153049,45000,28,2,M,2,4,5,5,5,5
5/23/2018,153050,35000,26,0,F,5,2,2,4,2,4
5/14/2018,153051,35000,39,2,F,5,4,1,2,2,5
5/16/2018,153052,35000,38,2,M,5,1,2,3,2,1
5/13/2018,153053,15000,24,1,M,5,1,5,1,5,5
5/10/2018,153054,50000,46,0,F,4,3,3,1,5,3
5/19/2018,153057,15000,35,1,M,4,5,3,5,4,2
5/20/2018,153058,30000,23,0,F,2,3,4,1,1,3
5/14/2018,153059,30000,28,2,F,1,1,1,2,2,3
5/21/2018,153060,25000,38,0,F,2,2,5,5,2,4
5/21/2018,153061,30000,39,1,M,1,4,2,1,4,5
5/10/2018,153062,25000,34,0,F,2,2,4,4,3,1
5/12/2018,153063,45000,29,1,F,4,5,1,5,1,5
5/24/2018,153064,35000,30,1,F,4,2,2,3,3,5
5/24/2018,153065,45000,28,3,F,1,2,4,1,5,1
5/20/2018,153066,45000,43,0,F,1,1,1,1,1,3
5/10/2018,153067,45000,36,1,M,5,4,2,2,2,4
5/16/2018,153068,15000,41,0,M,2,3,1,2,3,2
5/18/2018,153069,30000,21,1,F,1,2,2,2,4,2
5/17/2018,153070,15000,50,0,F,5,4,1,1,5,5
5/14/2018,153071,15000,24,0,F,1,2,1,4,1,3
5/17/2018,153072,30000,40,0,F,2,4,1,5,5,5
5/23/2018,153073,30000,36,0,F,5,3,3,2,5,1
5/11/2018,153074,35000,32,0,M,4,3,5,2,1,5
5/17/2018,153075,35000,24,2,F,2,3,5,4,2,5
5/21/2018,153076,25000,46,0,F,2,1,5,5,1,4
5/23/2018,153077,25000,37,1,F,2,3,1,5,5,5
5/16/2018,153078,45000,37,0,M,5,1,3,5,4,2
5/20/2018,153079,50000,30,1,M,4,1,3,2,3,3
5/18/2018,153083,40000,50,0,F,5,5,1,2,3,1
5/22/2018,153084,45000,36,0,M,1,5,1,1,4,1
5/21/2018,153085,50000,54,1,F,5,2,1,4,1,3
5/10/2018,153086,35000,37,0,M,3,2,2,5,5,2
5/15/2018,153087,15000,45,1,F,2,3,3,2,3,1
5/10/2018,153088,35000,29,0,F,1,1,5,4,5,2
5/13/2018,153089,35000,34,1,M,2,2,4,2,3,3
5/13/2018,153090,25000,34,2,M,5,3,1,3,3,2
5/16/2018,153091,30000,38,0,M,3,2,1,3,1,3
5/11/2018,153092,25000,26,1,F,2,5,3,3,5,2
5/11/2018,153093,35000,31,1,F,5,1,3,5,3,3
5/24/2018,153094,50000,41,1,F,2,5,3,4,5,1
5/17/2018,153095,35000,23,1,M,1,1,4,1,5,3
5/16/2018,153096,30000,38,1,M,2,5,3,5,2,4
5/20/2018,153097,25000,41,1,F,4,2,5,4,3,1
5/10/2018,153098,25000,34,0,M,5,3,2,3,5,5
5/10/2018,153099,30000,41,1,F,3,2,2,5,5,4
5/12/2018,153100,100000,30,0,M,3,4,1,1,5,5
5/21/2018,153101,25000,36,1,F,5,5,2,3,5,4
5/21/2018,153102,35000,29,1,M,3,3,5,3,5,5
5/18/2018,153103,35000,42,0,M,5,5,5,1,1,5
5/23/2018,153107,25000,55,0,M,1,2,2,1,2,4
5/12/2018,153108,15000,36,0,F,2,3,4,2,5,2
5/14/2018,153109,20000,30,0,M,5,1,1,4,4,1
5/20/2018,153110,30000,22,2,M,2,4,3,1,1,1
5/12/2018,153111,20000,47,0,F,5,4,5,4,1,2
5/17/2018,153112,40000,25,1,F,3,1,2,5,3,4
5/24/2018,153113,35000,31,1,F,4,1,5,3,4,4
5/18/2018,153114,30000,38,2,M,2,5,3,5,2,3
5/12/2018,153115,25000,33,2,M,2,4,2,1,2,2
5/14/2018,153116,35000,44,1,F,5,4,2,5,5,1
5/13/2018,153117,40000,50,1,F,5,5,5,2,1,4
5/13/2018,153118,20000,35,0,M,1,1,4,3,5,2
5/21/2018,153119,50000,35,1,M,2,2,2,4,1,3
5/22/2018,153120,20000,36,0,F,2,2,2,1,2,3
5/12/2018,153121,30000,30,0,M,3,4,5,4,4,3
5/13/2018,153122,20000,31,1,M,4,1,1,1,2,4
5/17/2018,153123,30000,40,0,M,1,5,5,1,5,1
5/22/2018,153128,20000,38,0,F,2,2,4,5,4,5
5/16/2018,153129,40000,28,0,F,3,2,2,3,1,4
5/14/2018,153130,40000,42,2,F,3,2,2,5,5,4
5/14/2018,153131,35000,38,0,F,1,2,2,1,2,5
5/20/2018,153132,20000,57,1,F,5,4,4,5,4,1
5/19/2018,153133,35000,39,1,F,1,2,4,1,2,1
5/11/2018,153134,20000,39,0,F,1,2,1,3,4,3
5/16/2018,153135,45000,29,2,F,4,1,3,5,3,3
5/23/2018,153136,35000,41,0,F,4,5,3,3,5,5
5/17/2018,153137,25000,21,0,F,3,3,2,2,5,5
5/10/2018,153138,15000,29,0,M,1,5,4,1,5,3
5/19/2018,153139,50000,33,0,M,4,3,2,4,5,2
5/11/2018,153140,30000,33,0,M,2,5,3,2,5,1
5/18/2018,153141,40000,25,1,M,5,4,1,4,4,1
5/16/2018,153142,20000,26,2,F,1,3,3,5,1,2
5/21/2018,153143,40000,38,0,M,2,5,2,2,3,2
5/13/2018,153144,35000,24,0,F,1,2,1,3,3,1
5/18/2018,153145,15000,25,1,F,5,5,1,2,5,5
5/20/2018,153146,40000,30,0,M,1,3,5,2,4,4
5/12/2018,153147,20000,55,1,F,3,3,4,3,3,5
5/18/2018,153148,20000,37,0,M,1,2,5,1,2,1
5/22/2018,153149,35000,38,2,M,3,5,3,2,1,1
5/13/2018,153152,40000,39,0,M,2,1,5,3,1,4
5/21/2018,153153,40000,40,2,F,5,2,1,2,4,4
5/11/2018,153154,40000,28,0,F,2,5,2,3,3,2
5/24/2018,153155,25000,33,0,M,1,1,4,2,2,1
5/18/2018,153156,35000,35,2,M,5,2,1,1,2,3
5/15/2018,153157,20000,26,0,F,2,3,5,4,1,5
5/11/2018,153158,40000,29,0,F,1,5,1,4,1,5
5/18/2018,153159,20000,34,0,M,5,1,3,4,5,2
5/13/2018,153160,35000,40,4,M,1,5,5,4,2,4
5/12/2018,153161,30000,41,0,M,3,4,3,5,2,2
5/22/2018,153162,50000,37,0,F,5,4,4,4,1,2
5/17/2018,153163,30000,47,0,M,3,5,5,3,1,5
5/15/2018,153164,30000,63,0,F,2,2,2,5,2,5
5/13/2018,153165,35000,37,0,M,5,3,3,4,2,1
5/12/2018,153166,15000,38,0,F,1,2,1,2,2,2
5/22/2018,153167,35000,35,1,F,4,2,3,5,2,1
5/13/2018,153168,90000,33,1,M,3,1,5,3,5,3
5/19/2018,153169,30000,44,0,M,4,4,4,3,3,3
5/19/2018,153172,45000,25,0,M,1,3,1,5,3,3
5/23/2018,153173,20000,37,0,M,5,4,5,2,4,2
5/11/2018,153174,100000,45,0,F,4,3,2,4,2,1
5/16/2018,153175,45000,28,0,M,1,4,5,2,3,4
5/23/2018,153176,40000,29,1,F,1,4,3,1,5,5
5/11/2018,153177,25000,25,0,M,1,3,1,4,4,2
5/23/2018,153178,25000,39,1,M,5,2,3,5,5,4
5/19/2018,153179,25000,43,1,M,5,1,4,4,4,2
5/12/2018,153180,30000,28,0,M,5,5,4,2,2,1
5/14/2018,153181,50000,37,2,F,5,5,5,4,1,4
5/18/2018,153182,20000,25,0,F,3,4,1,3,3,2
5/24/2018,153183,35000,35,0,F,3,1,4,4,1,3
5/15/2018,153184,35000,32,0,F,3,5,2,1,5,3
5/20/2018,153185,15000,45,0,F,2,5,4,1,1,4
5/23/2018,153186,30000,33,0,F,2,1,3,4,5,4
5/22/2018,153187,50000,41,0,M,5,1,2,5,1,5
5/20/2018,153190,35000,51,0,F,3,4,1,3,3,4
5/20/2018,153191,25000,27,0,F,2,4,4,3,2,4
5/12/2018,153192,50000,31,0,F,5,1,2,5,3,4
5/16/2018,153193,25000,30,0,F,1,2,3,4,5,5
5/16/2018,153194,30000,21,1,F,3,1,5,3,4,1
5/16/2018,153195,45000,28,1,M,3,1,5,1,4,4
5/23/2018,153196,20000,38,1,M,1,1,3,5,3,3
5/22/2018,153197,15000,34,0,F,4,1,3,1,2,4
5/20/2018,153198,35000,28,1,M,2,5,4,4,3,4
5/24/2018,153199,30000,49,1,M,5,4,4,5,4,2
5/24/2018,153200,35000,56,0,M,2,3,5,1,5,3
5/21/2018,153201,15000,22,0,M,4,4,2,1,1,2
5/23/2018,153202,30000,28,0,F,5,3,3,3,2,5
5/23/2018,153203,15000,45,0,M,3,2,1,4,1,2
5/12/2018,153204,25000,25,0,M,1,4,2,3,2,1
5/13/2018,153205,20000,33,0,F,2,4,2,2,5,4
5/24/2018,153206,20000,49,2,F,5,2,1,5,4,4
5/21/2018,153207,45000,32,1,F,3,1,2,5,2,2
5/12/2018,153208,30000,38,0,F,1,2,2,2,3,1
5/24/2018,153209,25000,39,0,F,2,5,4,3,5,1
5/17/2018,153213,20000,24,0,F,3,1,3,1,4,4
5/17/2018,153214,35000,28,0,F,5,4,2,5,3,4
5/19/2018,153215,50000,33,0,M,4,3,2,4,5,1
5/21/2018,153216,40000,25,1,M,4,5,1,2,3,3
5/24/2018,153217,35000,37,0,F,5,3,2,4,4,3
5/24/2018,153218,15000,32,0,M,1,1,2,1,1,5
5/22/2018,153219,30000,39,0,F,4,5,2,2,1,5
5/20/2018,153220,30000,44,0,F,1,3,4,5,3,3
5/18/2018,153221,25000,41,1,M,3,4,5,3,5,3
5/15/2018,153222,25000,39,1,M,5,2,2,2,4,3
5/23/2018,153223,30000,35,1,M,4,5,2,5,1,2
5/13/2018,153224,30000,37,3,M,2,1,3,2,4,2
5/17/2018,153225,45000,56,1,F,2,2,1,3,2,1
5/11/2018,153226,25000,36,0,F,5,3,2,5,5,1
5/16/2018,153227,45000,39,0,F,2,3,5,5,2,2
5/13/2018,153228,20000,37,1,M,1,4,4,1,4,3
5/23/2018,153229,35000,33,1,F,3,3,5,3,2,5
5/17/2018,153230,25000,35,1,M,4,1,2,4,5,2
5/17/2018,153231,30000,38,1,M,1,2,3,1,5,4
5/22/2018,153232,25000,31,0,F,4,1,1,4,3,2
5/11/2018,153236,65000,43,0,F,1,5,2,2,2,1
5/14/2018,153237,40000,31,0,F,1,3,2,5,4,5
5/16/2018,153238,25000,39,0,F,5,3,3,1,4,1
5/16/2018,153239,25000,50,0,M,5,2,5,3,4,4
5/21/2018,153240,30000,26,0,F,2,4,5,3,1,1
5/10/2018,153241,40000,34,1,F,3,2,1,5,3,1
5/16/2018,153242,30000,56,0,M,2,4,4,1,3,1
5/19/2018,153243,30000,36,0,F,4,2,1,4,3,3
5/23/2018,153244,25000,46,0,F,5,4,4,5,3,5
5/23/2018,153245,45000,30,0,F,3,5,3,4,4,3
5/10/2018,153246,20000,40,1,F,1,5,2,4,4,5
5/19/2018,153247,25000,30,1,F,1,1,1,5,4,2
5/16/2018,153248,25000,37,1,F,3,3,5,2,3,4
5/17/2018,153249,25000,47,1,F,3,2,1,3,3,4
5/10/2018,153256,30000,49,1,M,4,2,3,3,3,4
5/15/2018,153257,100000,41,3,F,1,1,5,1,3,4
5/16/2018,153258,20000,25,0,F,4,2,3,4,5,4
5/13/2018,153259,45000,21,0,M,1,4,1,2,4,5
5/19/2018,153260,45000,45,1,M,4,4,1,2,4,5
5/15/2018,153261,30000,44,1,M,5,2,5,4,2,1
5/18/2018,153262,25000,38,1,F,5,4,2,1,5,1
5/20/2018,153263,50000,40,1,M,3,1,3,2,2,4
5/20/2018,153264,30000,24,0,F,4,1,4,4,3,5
5/19/2018,153265,30000,38,1,F,3,2,1,1,3,3
5/10/2018,153266,20000,47,0,M,3,5,2,5,5,2
5/15/2018,153267,45000,25,0,M,3,5,2,1,5,4
5/22/2018,153268,15000,22,0,F,5,4,1,4,5,4
5/20/2018,153271,25000,39,0,F,2,5,3,1,1,3
5/19/2018,153272,40000,28,0,F,1,3,4,5,2,5
5/13/2018,153273,40000,35,1,F,3,1,1,3,1,5
5/10/2018,153274,30000,42,0,F,3,2,1,4,2,5
5/14/2018,153275,25000,31,0,F,4,5,3,3,4,2
5/19/2018,153276,35000,29,1,F,3,3,2,2,3,2
5/16/2018,153277,30000,34,0,M,5,4,5,1,4,4
5/17/2018,153278,20000,42,0,M,5,4,4,3,5,1
5/11/2018,153279,30000,40,0,F,4,5,5,4,1,5
5/11/2018,153280,45000,33,1,M,2,3,4,3,2,2
5/13/2018,153281,25000,22,0,F,4,5,2,1,5,1
5/13/2018,153282,20000,32,0,M,2,3,3,3,1,1
5/24/2018,153283,35000,32,1,M,5,5,2,2,2,2
5/13/2018,153286,30000,33,0,F,5,5,3,3,4,5
5/13/2018,153287,40000,31,0,M,2,3,4,4,5,2
5/24/2018,153288,35000,36,2,F,2,5,1,3,3,4
5/24/2018,153289,15000,30,1,M,1,1,3,3,2,2
5/24/2018,153290,35000,37,1,M,5,4,2,3,3,5
5/20/2018,153291,25000,38,0,M,3,2,1,2,3,2
5/13/2018,153292,45000,44,0,M,4,4,3,1,5,1
5/16/2018,153293,35000,21,0,M,5,1,4,3,4,4
5/10/2018,153294,35000,28,0,F,4,4,1,1,1,2
5/15/2018,153295,35000,23,1,M,4,3,4,2,5,5
5/24/2018,153296,20000,30,2,M,2,1,2,3,2,5
5/20/2018,153297,35000,35,0,M,5,2,2,5,1,5
5/21/2018,153298,30000,53,1,F,5,1,1,3,2,1
5/22/2018,153299,20000,32,0,F,3,5,4,4,2,2
5/23/2018,153300,25000,51,0,F,2,2,5,5,3,3
5/15/2018,153301,20000,42,0,M,5,4,5,1,2,1
5/18/2018,153302,40000,41,0,F,3,1,1,1,1,1
5/11/2018,153303,15000,30,2,F,1,3,2,4,1,1
5/13/2018,153304,20000,40,0,F,5,4,4,3,1,5
5/18/2018,153305,30000,37,0,M,2,1,5,2,2,5
5/18/2018,153306,45000,51,2,M,4,3,3,1,1,2
5/13/2018,153307,15000,23,0,M,1,2,4,5,4,3
5/14/2018,153308,25000,36,0,F,4,3,4,3,5,4
5/18/2018,153315,15000,40,0,M,2,1,3,4,1,5
5/21/2018,153316,40000,45,0,F,2,4,4,5,4,1
5/20/2018,153317,35000,45,0,F,2,5,4,2,3,1
5/15/2018,153318,25000,39,0,F,3,3,4,2,3,3
5/23/2018,153319,45000,46,1,M,3,2,1,4,2,1
5/22/2018,153320,30000,40,0,M,4,4,2,2,5,4
5/21/2018,153321,45000,31,1,F,1,5,3,3,5,5
5/11/2018,153322,30000,36,0,F,5,4,5,2,5,2
5/24/2018,153323,100000,40,2,M,4,2,2,5,3,3
5/11/2018,153324,45000,37,0,M,5,5,2,4,5,3
5/22/2018,153325,25000,31,1,F,2,1,5,2,5,5
5/17/2018,153326,40000,26,0,F,3,3,4,3,4,5
5/12/2018,153327,40000,26,0,M,3,2,4,2,1,5
5/16/2018,153333,50000,24,0,M,1,3,3,3,2,3
5/11/2018,153334,15000,43,1,F,5,1,4,1,1,5
5/20/2018,153335,45000,35,1,F,4,5,2,2,3,2
5/18/2018,153336,30000,29,0,M,2,4,5,1,2,4
5/24/2018,153337,25000,48,0,F,4,5,5,4,5,1
5/23/2018,153338,40000,27,1,F,2,2,3,4,4,5
5/10/2018,153339,20000,31,0,F,4,4,5,3,5,2
5/18/2018,153340,25000,42,0,F,5,4,3,3,2,5
5/15/2018,153341,20000,34,0,F,1,4,3,3,4,5
5/16/2018,153342,50000,36,0,F,5,4,4,1,5,2
5/15/2018,153343,35000,27,1,F,3,3,4,1,1,5
5/24/2018,153344,30000,20,1,M,2,5,3,5,1,4
5/15/2018,153345,35000,26,1,F,4,1,3,5,5,3
5/24/2018,153346,35000,47,0,M,2,4,4,4,5,4
5/24/2018,153347,15000,28,1,F,2,1,3,1,1,3
5/19/2018,153348,45000,28,0,M,1,4,4,4,4,2
5/11/2018,153349,30000,38,0,F,1,4,3,1,5,2
5/18/2018,153350,40000,28,0,M,3,4,1,2,5,2
5/24/2018,153351,30000,29,1,F,5,5,2,1,3,5
5/17/2018,153352,25000,30,1,M,4,5,5,1,2,5
5/13/2018,153359,20000,31,1,F,3,1,2,2,5,1
5/10/2018,153360,40000,29,2,M,3,4,4,1,2,3
5/18/2018,153361,25000,33,0,F,3,3,4,1,4,4
5/10/2018,153362,25000,25,2,F,4,4,5,4,2,3
5/13/2018,153363,40000,35,1,M,4,5,4,1,2,1
5/24/2018,153364,20000,28,1,M,2,1,4,1,1,1
5/16/2018,153365,35000,25,0,F,3,2,5,4,5,2
5/13/2018,153366,20000,34,2,M,1,4,4,5,2,2
5/18/2018,153367,90000,43,0,M,1,4,1,1,1,3
5/22/2018,153368,35000,40,2,F,2,4,5,4,3,4
5/16/2018,153369,25000,50,1,M,3,1,5,4,3,3
5/13/2018,153370,35000,39,0,M,2,1,5,4,4,1
5/15/2018,153371,40000,35,0,F,1,4,2,1,5,1
5/13/2018,153372,30000,30,0,F,5,4,4,3,4,3
5/19/2018,153373,30000,32,2,F,2,4,4,1,5,5
5/22/2018,153374,35000,36,0,M,2,1,4,3,1,2
5/14/2018,153375,20000,24,0,F,3,2,1,4,1,4
5/23/2018,153376,40000,37,1,F,5,3,2,1,5,5
5/12/2018,153377,35000,41,2,F,4,3,4,4,2,3
5/12/2018,153378,30000,44,2,M,2,4,5,1,2,5
5/14/2018,153379,100000,50,2,F,3,1,2,1,2,3
5/13/2018,153380,35000,29,0,M,3,5,2,1,4,5
5/18/2018,153381,25000,27,2,M,3,1,2,1,2,5
5/10/2018,153382,15000,46,0,M,3,1,5,5,1,2
5/18/2018,153383,40000,38,0,M,1,1,5,4,4,5
5/23/2018,153384,40000,45,0,F,1,3,4,2,1,5
5/14/2018,153385,35000,42,2,M,2,3,5,5,5,5
5/17/2018,153395,100000,36,0,M,1,1,4,5,5,5
5/17/2018,153396,35000,37,0,F,4,3,5,1,3,1
5/11/2018,153397,35000,36,1,F,1,5,2,5,3,2
5/20/2018,153398,35000,35,1,M,3,5,1,2,4,4
5/23/2018,153399,30000,26,1,M,3,1,1,5,5,5
5/12/2018,153400,20000,41,0,M,3,4,4,4,1,4
5/16/2018,153401,40000,20,0,M,5,3,1,2,3,1
5/15/2018,153402,40000,29,1,M,3,1,4,4,4,1
5/11/2018,153403,20000,50,2,M,2,5,4,2,5,2
5/19/2018,153404,30000,53,0,M,3,5,2,4,2,5
5/21/2018,153405,25000,43,0,F,5,2,4,4,2,3
5/23/2018,153406,100000,39,1,M,4,1,2,5,1,3
5/12/2018,153407,20000,38,0,M,4,4,3,2,2,3
5/15/2018,153408,40000,31,1,F,3,1,5,1,3,2
5/15/2018,153409,50000,38,1,M,2,1,2,1,2,3
5/10/2018,153410,25000,32,1,M,3,1,2,5,4,5
5/21/2018,153411,30000,48,2,F,4,3,2,3,3,1
5/23/2018,153412,100000,35,0,M,4,4,1,5,1,1
5/18/2018,153413,40000,39,0,F,3,5,1,5,5,3
5/11/2018,153414,30000,33,2,F,2,5,2,2,2,1
5/19/2018,153415,35000,32,0,M,1,5,4,3,5,2
5/14/2018,153416,40000,31,2,M,2,4,3,2,1,4
5/20/2018,153417,30000,42,0,M,3,5,2,3,5,5
5/11/2018,153418,35000,32,0,F,4,3,1,1,3,1
5/11/2018,153419,35000,34,0,M,5,3,5,1,2,1
5/12/2018,153420,25000,32,2,F,4,3,5,2,4,1
5/20/2018,153421,35000,34,0,M,2,1,4,4,4,1
5/24/2018,153422,25000,33,0,F,2,4,1,4,1,3
5/11/2018,153423,35000,40,0,F,1,4,3,4,3,5
5/22/2018,153424,35000,36,1,M,4,3,4,1,2,3
5/21/2018,153425,45000,27,2,M,3,3,1,3,5,4
5/21/2018,153433,15000,33,1,F,1,5,1,4,1,5
5/24/2018,153434,35000,32,0,F,1,2,1,1,2,1
5/17/2018,153435,30000,35,0,F,4,2,2,3,5,3
5/14/2018,153436,30000,35,2,F,1,2,1,4,2,1
5/22/2018,153437,35000,31,0,F,5,3,3,4,3,2
5/16/2018,153438,25000,40,0,F,1,3,3,1,4,5
5/12/2018,153439,30000,37,0,F,1,4,5,2,3,1
5/18/2018,153440,20000,32,0,F,3,1,4,1,3,4
5/16/2018,153441,15000,25,0,F,1,4,3,2,3,3
5/22/2018,153442,35000,25,0,F,1,5,3,3,3,4
5/10/2018,153443,100000,39,0,M,4,2,4,5,3,3
5/10/2018,153444,40000,23,1,F,1,5,5,1,4,1
5/23/2018,153445,30000,28,1,M,2,4,3,1,4,2
5/21/2018,153446,15000,30,0,F,3,3,4,4,2,2
5/19/2018,153447,25000,26,1,F,4,2,1,1,3,3
5/20/2018,153448,30000,22,0,M,3,2,4,5,2,4
5/11/2018,153449,30000,37,0,M,2,4,5,4,3,2
5/23/2018,153450,35000,31,0,F,5,3,2,5,2,2
5/10/2018,153451,40000,33,1,M,3,4,5,5,4,5
5/12/2018,153452,40000,43,0,F,4,5,3,3,4,3
5/17/2018,153453,20000,33,0,F,3,2,5,5,2,5
5/17/2018,153454,35000,21,1,F,2,4,3,5,5,1
5/21/2018,153455,20000,27,0,M,1,3,3,1,1,3
5/23/2018,153456,35000,50,1,F,3,2,5,5,1,2
5/14/2018,153457,45000,39,0,M,2,2,4,4,5,2
5/15/2018,153464,40000,42,1,F,1,4,1,5,3,2
5/14/2018,153465,35000,43,0,F,1,4,2,1,4,4
5/19/2018,153466,45000,30,0,M,2,5,4,2,4,2
5/20/2018,153467,70000,37,2,M,4,4,3,5,1,5
5/18/2018,153468,40000,34,2,M,3,4,2,4,4,5
5/12/2018,153469,30000,23,0,F,1,5,1,3,4,1
5/21/2018,153470,35000,35,0,M,5,3,4,1,3,4
5/23/2018,153471,35000,54,0,M,1,2,2,5,4,1
5/16/2018,153472,15000,27,1,M,1,5,3,4,1,1
5/12/2018,153473,35000,43,1,F,1,4,4,4,1,5
5/22/2018,153474,30000,24,1,F,2,3,3,1,2,4
5/15/2018,153475,30000,32,0,M,4,5,3,2,3,1
5/20/2018,153476,25000,38,0,M,3,3,5,3,4,3
